measure,location,sex,age,rei,metric,year,val,upper,lower
Summary exposure value,Uruguay,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1999,52.52644331466884,67.28114695867721,38.56823651242509
Summary exposure value,Uruguay,Both,All ages,Diet high in sodium,Rate,1999,32.4148504144299,56.44288406397205,8.243545427432037
Summary exposure value,Uruguay,Both,Age-standardized,Diet high in sodium,Rate,1999,32.66586947706505,56.65404499177945,8.518111374182237
Summary exposure value,Uruguay,Both,All ages,Low physical activity,Rate,1999,3.0484698796099265,5.951044948883973,1.3420210811623021
Summary exposure value,Uruguay,Both,Age-standardized,Low physical activity,Rate,1999,2.94800376168095,5.913140141548849,1.2739032113069122
Summary exposure value,Uruguay,Both,All ages,Non-exclusive breastfeeding,Rate,1999,18.0470242107401,24.30806680674565,13.093717987906745
Summary exposure value,Uruguay,Both,Age-standardized,Non-exclusive breastfeeding,Rate,1999,18.072901965781778,24.34292231483475,13.112493162291127
Summary exposure value,Uruguay,Both,All ages,Discontinued breastfeeding,Rate,1999,16.5901778654371,18.170745803373688,15.071925856658424
Summary exposure value,Uruguay,Both,Age-standardized,Discontinued breastfeeding,Rate,1999,16.605238749243032,18.237224918067,15.046883789579013
Summary exposure value,Colombia,Both,All ages,Child wasting,Rate,1997,1.2565788734505199,1.5795212045700997,0.947810144718587
Summary exposure value,Colombia,Both,Age-standardized,Child wasting,Rate,1997,1.2589628457959599,1.58219027183512,0.9497251954754871
Summary exposure value,Colombia,Both,All ages,Child stunting,Rate,1997,10.898971347131402,13.292688670516803,7.35937655620509
Summary exposure value,Colombia,Both,Age-standardized,Child stunting,Rate,1997,10.891630202674902,13.284317949430303,7.354208086151321
Summary exposure value,Colombia,Both,All ages,Short gestation,Rate,1997,9.82349944275861,10.713680525753698,8.911354009143361
Summary exposure value,Colombia,Both,Age-standardized,Short gestation,Rate,1997,9.82479809238711,10.7144788630053,8.91236357185575
Summary exposure value,Colombia,Both,All ages,Low birth weight,Rate,1997,6.02218210906053,6.483933895337141,5.57083507331562
Summary exposure value,Colombia,Both,Age-standardized,Low birth weight,Rate,1997,6.02258806417417,6.48437735446835,5.57126704485442
Summary exposure value,Uruguay,Both,All ages,Diet high in sugar-sweetened beverages,Rate,1991,45.20832325457728,61.37631493195323,30.04187838796879
Summary exposure value,Uruguay,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1991,46.46598225566555,62.5037491399275,30.748572463820672
Summary exposure value,Uruguay,Both,All ages,Diet high in sodium,Rate,1991,33.80792082780561,58.26891810380449,8.878328881853841
Summary exposure value,Uruguay,Both,Age-standardized,Diet high in sodium,Rate,1991,33.99104518260966,58.498917984923715,9.152839462384431
Summary exposure value,Uruguay,Both,All ages,Low physical activity,Rate,1991,2.700216051480706,5.697551012210435,1.106857858107135
Summary exposure value,Uruguay,Both,Age-standardized,Low physical activity,Rate,1991,2.64017935600799,5.717895544970995,1.059286420560035
Summary exposure value,Uruguay,Both,All ages,Non-exclusive breastfeeding,Rate,1991,18.812366277138633,25.63147431125334,13.477580974705377
Summary exposure value,Uruguay,Both,Age-standardized,Non-exclusive breastfeeding,Rate,1991,18.828254596307332,25.65312182962621,13.48896370588303
Summary exposure value,Uruguay,Both,All ages,Discontinued breastfeeding,Rate,1991,17.355896116122306,18.97679475925921,15.744664544426906
Summary exposure value,Uruguay,Both,Age-standardized,Discontinued breastfeeding,Rate,1991,17.363778999567465,18.985768433745907,15.747795768713669
Summary exposure value,Suriname,Both,All ages,Low physical activity,Rate,1995,4.59972871914518,8.8334136333406,2.17787832579805
Summary exposure value,Suriname,Both,Age-standardized,Low physical activity,Rate,1995,4.98419518082338,9.50791781182223,2.53550046749297
Summary exposure value,Suriname,Both,All ages,Non-exclusive breastfeeding,Rate,1995,30.8124426544002,42.8590767967674,21.7010074998498
Summary exposure value,Suriname,Both,Age-standardized,Non-exclusive breastfeeding,Rate,1995,30.8019466570392,42.844286723174605,21.6934265101455
Summary exposure value,Suriname,Both,All ages,Discontinued breastfeeding,Rate,1995,18.282604169120603,19.5734991430379,17.0211301882189
Summary exposure value,Suriname,Both,Age-standardized,Discontinued breastfeeding,Rate,1995,18.2750111480538,19.5624128193397,17.0059910446639
Summary exposure value,Chile,Both,All ages,Non-exclusive breastfeeding,Rate,2006,16.973610099862505,22.763236353710912,12.584829177797467
Summary exposure value,Chile,Both,Age-standardized,Non-exclusive breastfeeding,Rate,2006,16.975399462871042,22.76563606083545,12.586155874220148
Summary exposure value,Chile,Both,All ages,Discontinued breastfeeding,Rate,2006,15.870300183147698,17.44030928019836,14.24128413340385
Summary exposure value,Chile,Both,Age-standardized,Discontinued breastfeeding,Rate,2006,15.870040025595014,17.44091190094305,14.236775941845343
Summary exposure value,Chile,Both,All ages,Child wasting,Rate,2006,0.8326204438832607,1.1193167404204027,0.5638769515926996
Summary exposure value,Chile,Both,Age-standardized,Child wasting,Rate,2006,0.8349172287669447,1.1218024409283955,0.5658564910197634
Summary exposure value,Chile,Both,All ages,Child stunting,Rate,2006,2.8618734044864595,3.952059250896176,1.6371121061270069
Summary exposure value,Chile,Both,Age-standardized,Child stunting,Rate,2006,2.862117647974524,3.9528019769850884,1.6371913619524825
Summary exposure value,Chile,Both,All ages,Short gestation,Rate,2006,19.411984620073895,21.497059570741275,17.412346189838345
Summary exposure value,Chile,Both,Age-standardized,Short gestation,Rate,2006,19.41996540975865,21.5054834444592,17.417065221170695
Summary exposure value,Chile,Both,All ages,Low birth weight,Rate,2006,9.252215857426908,10.22492300288599,8.37543968690208
Summary exposure value,Chile,Both,Age-standardized,Low birth weight,Rate,2006,9.254377160586012,10.22678754453888,8.378011411553516
Summary exposure value,Chile,Both,All ages,High LDL cholesterol,Rate,2006,38.42761449707258,41.684194366937774,35.32039792255953
Summary exposure value,Chile,Both,Age-standardized,High LDL cholesterol,Rate,2006,38.67214943253716,41.92730305170961,35.57704653957654
Summary exposure value,Suriname,Both,All ages,Ambient particulate matter pollution,Rate,1995,19.6695978827651,40.933871564472206,6.20713550231683
Summary exposure value,Suriname,Both,Age-standardized,Ambient particulate matter pollution,Rate,1995,19.981442300315802,41.2111210298535,6.24740030562182
Summary exposure value,Suriname,Both,All ages,Household air pollution from solid fuels,Rate,1995,9.11649764783303,16.525032460815698,4.50138023077096
Summary exposure value,Suriname,Both,Age-standardized,Household air pollution from solid fuels,Rate,1995,9.458481831554549,16.649975309763,4.74887431167397
Summary exposure value,Suriname,Both,All ages,Child underweight,Rate,1995,4.92290192142113,6.18615397435142,3.55713821637008
Summary exposure value,Suriname,Both,Age-standardized,Child underweight,Rate,1995,4.92232594739317,6.18751225319908,3.5557306860432596
Summary exposure value,Suriname,Both,All ages,Smoking,Rate,1995,11.833154247840701,13.6909310842432,10.1442754539556
Summary exposure value,Suriname,Both,Age-standardized,Smoking,Rate,1995,12.2650154885968,14.170379490024601,10.5921475777025
Summary exposure value,Suriname,Both,All ages,Alcohol use,Rate,1995,7.62365393476451,10.564520446058,5.189588429055069
Summary exposure value,Suriname,Both,Age-standardized,Alcohol use,Rate,1995,7.7717614145656295,10.759145501321301,5.32501716246023
Summary exposure value,Suriname,Both,All ages,High fasting plasma glucose,Rate,1995,12.5355688433575,14.2517472277469,10.942230028375501
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1995,14.5328981841235,16.4694094631637,12.6895875229735
Summary exposure value,Suriname,Both,All ages,High systolic blood pressure,Rate,1995,17.0959436987834,20.5826302529506,13.854102334368804
Summary exposure value,Suriname,Both,Age-standardized,High systolic blood pressure,Rate,1995,19.012178080667,22.6602565287162,15.6869037329229
Summary exposure value,Suriname,Both,All ages,High body-mass index,Rate,1995,17.297424812527698,23.525101661310003,12.594569407068098
Summary exposure value,Suriname,Both,Age-standardized,High body-mass index,Rate,1995,17.8808583072095,24.425510279951105,12.8668459411833
Summary exposure value,Suriname,Both,All ages,Diet high in sugar-sweetened beverages,Rate,1995,29.889366262999,45.352485887038895,16.3563352403758
Summary exposure value,Suriname,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1995,28.713853875819396,43.0057136383108,16.2776291342855
Summary exposure value,Suriname,Both,All ages,Diet high in sodium,Rate,1995,24.1065743189564,49.3302396254129,2.89162407234857
Summary exposure value,Suriname,Both,Age-standardized,Diet high in sodium,Rate,1995,24.426620153746697,49.43112977022051,2.90859046710943
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,Ambient particulate matter pollution,Rate,1995,21.184757915624697,41.223537045409095,8.50900434597444
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Ambient particulate matter pollution,Rate,1995,21.2184106978691,41.01863911188279,8.52629984479802
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,Household air pollution from solid fuels,Rate,1995,16.5933277911096,28.205432081335502,8.39801196236864
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Household air pollution from solid fuels,Rate,1995,17.4869272071643,28.5631451869804,9.46826277611194
Summary exposure value,Suriname,Both,All ages,Child wasting,Rate,1995,3.2096321995602994,3.89178864174781,2.4869370612970396
Summary exposure value,Suriname,Both,Age-standardized,Child wasting,Rate,1995,3.20300492024158,3.8861957043648196,2.48276093449406
Summary exposure value,Suriname,Both,All ages,Child stunting,Rate,1995,8.62582852801477,10.7287692537798,5.83678084099076
Summary exposure value,Suriname,Both,Age-standardized,Child stunting,Rate,1995,8.63703704578686,10.744188296295599,5.84417502197591
Summary exposure value,Suriname,Both,All ages,Short gestation,Rate,1995,14.301980917227802,16.786434071625,11.997508456443699
Summary exposure value,Suriname,Both,Age-standardized,Short gestation,Rate,1995,14.293925800020599,16.7784383508228,11.988505196068001
Summary exposure value,Suriname,Both,All ages,Low birth weight,Rate,1995,10.959626502859802,12.5394765807269,9.44393943998647
Summary exposure value,Suriname,Both,Age-standardized,Low birth weight,Rate,1995,10.956059511658099,12.5400819894504,9.439706647430041
Summary exposure value,Suriname,Both,All ages,High LDL cholesterol,Rate,1995,33.8944431054341,37.3897573503279,30.5453009238794
Summary exposure value,Suriname,Both,Age-standardized,High LDL cholesterol,Rate,1995,35.1069448421323,38.45854556564039,31.801053626256206
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,Child wasting,Rate,1995,1.1843581574900701,1.46341953583187,0.9075282134246859
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Child wasting,Rate,1995,1.17052322982942,1.44680316034732,0.8963842596279828
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,Child stunting,Rate,1995,22.3443284190734,25.174166836601003,15.507597841846
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Child stunting,Rate,1995,22.4345319744332,25.269929108786,15.569627031171898
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,Short gestation,Rate,1995,10.7906363432505,16.3224901020684,7.97800397292176
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Short gestation,Rate,1995,10.7889161313341,16.326138308064202,7.97193213120932
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,Low birth weight,Rate,1995,5.60613028865361,8.08444955432219,4.33684040419582
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Low birth weight,Rate,1995,5.60596721166959,8.08749953531822,4.3363388358068
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,High LDL cholesterol,Rate,1995,27.4999386046065,31.005636188400697,24.278622818417197
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High LDL cholesterol,Rate,1995,28.927783124365604,32.2493759374543,25.764327560806798
Summary exposure value,Ecuador,Both,All ages,Ambient particulate matter pollution,Rate,1995,13.955830805581101,25.433108693508398,6.66341499942965
Summary exposure value,Ecuador,Both,Age-standardized,Ambient particulate matter pollution,Rate,1995,14.540626199908802,26.6578913162965,6.89271633384221
Summary exposure value,Ecuador,Both,All ages,Household air pollution from solid fuels,Rate,1995,6.308959859961311,11.286751068985799,3.2622241892496198
Summary exposure value,Ecuador,Both,Age-standardized,Household air pollution from solid fuels,Rate,1995,6.83873107629277,11.7385328209682,3.6772770555069703
Summary exposure value,Ecuador,Both,All ages,Child underweight,Rate,1995,4.58246184024274,5.82208790473265,3.1987911811289895
Summary exposure value,Ecuador,Both,Age-standardized,Child underweight,Rate,1995,4.58287167072476,5.82597505467097,3.1982049270546797
Summary exposure value,Ecuador,Both,All ages,Smoking,Rate,1995,6.30643470192428,7.5690295398961,5.16970831920216
Summary exposure value,Ecuador,Both,Age-standardized,Smoking,Rate,1995,7.01590433680821,8.40807146895712,5.79629396138258
Summary exposure value,Ecuador,Both,All ages,Alcohol use,Rate,1995,4.17913922590571,6.11512922090182,2.71203474139906
Summary exposure value,Ecuador,Both,Age-standardized,Alcohol use,Rate,1995,4.35152020059176,6.370986890300551,2.84687644328311
Summary exposure value,Ecuador,Both,All ages,High fasting plasma glucose,Rate,1995,6.21221239190359,7.1528239805527,5.39250636512333
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,1995,7.73104580893552,8.870747260100039,6.74651413521765
Summary exposure value,Ecuador,Both,All ages,High systolic blood pressure,Rate,1995,9.852110121992,12.049232805145902,7.9357775888567
Summary exposure value,Ecuador,Both,Age-standardized,High systolic blood pressure,Rate,1995,11.6008703485348,14.0706789360845,9.438090615947699
Summary exposure value,Ecuador,Both,All ages,High body-mass index,Rate,1995,27.8924034190225,34.6371483232262,21.145124923167398
Summary exposure value,Ecuador,Both,Age-standardized,High body-mass index,Rate,1995,29.898431524038,37.5612306298822,22.111393366396598
Summary exposure value,Ecuador,Both,All ages,Diet high in sugar-sweetened beverages,Rate,1995,40.7176338659435,55.86238680143,26.5950276410566
Summary exposure value,Ecuador,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1995,39.11358499613579,54.343631335752704,26.087226335570502
Summary exposure value,Ecuador,Both,All ages,Diet high in sodium,Rate,1995,49.2458004194009,75.37889843704781,3.7463202795712602
Summary exposure value,Ecuador,Both,Age-standardized,Diet high in sodium,Rate,1995,49.20539174198811,75.19534529404358,3.7255081521963898
Summary exposure value,Ecuador,Both,All ages,Low physical activity,Rate,1995,2.39378161781514,4.97536234371666,1.0415686286238899
Summary exposure value,Ecuador,Both,Age-standardized,Low physical activity,Rate,1995,2.56735261251547,5.10083238490584,1.20276855586797
Summary exposure value,Ecuador,Both,All ages,Non-exclusive breastfeeding,Rate,1995,20.9914907807906,29.490101001008302,14.237232525761701
Summary exposure value,Ecuador,Both,Age-standardized,Non-exclusive breastfeeding,Rate,1995,20.9929450180294,29.4921440004073,14.238218845119901
Summary exposure value,Ecuador,Both,All ages,Discontinued breastfeeding,Rate,1995,12.4569165162096,13.2499429319917,11.7541201450739
Summary exposure value,Ecuador,Both,Age-standardized,Discontinued breastfeeding,Rate,1995,12.4760403703905,13.2747696616261,11.7719912104187
Summary exposure value,Colombia,Both,All ages,Household air pollution from solid fuels,Rate,1995,10.086245115504902,17.2211412467135,5.55379154832178
Summary exposure value,Colombia,Both,Age-standardized,Household air pollution from solid fuels,Rate,1995,10.6042437346887,17.3625921645243,6.09898391925404
Summary exposure value,Brazil,Both,All ages,Ambient particulate matter pollution,Rate,1997,10.371671027609276,17.382964001837482,5.482518347247449
Summary exposure value,Brazil,Both,Age-standardized,Ambient particulate matter pollution,Rate,1997,10.66822873824138,17.85328293161048,5.658356616368394
Summary exposure value,Brazil,Both,All ages,Household air pollution from solid fuels,Rate,1997,8.814846576696493,14.547690777284886,4.925269838722073
Summary exposure value,Brazil,Both,Age-standardized,Household air pollution from solid fuels,Rate,1997,9.019366329319976,14.556531448599527,5.208280574033361
Summary exposure value,Brazil,Both,All ages,Child underweight,Rate,1997,2.672817150917749,3.466556229902669,1.879171911769938
Summary exposure value,Brazil,Both,Age-standardized,Child underweight,Rate,1997,2.6746302014053933,3.468252905499511,1.8807578778177358
Summary exposure value,Brazil,Both,All ages,Smoking,Rate,1997,16.895470776982425,19.392502283159335,14.717653698142513
Summary exposure value,Brazil,Both,Age-standardized,Smoking,Rate,1997,17.681048293546333,20.19292493115597,15.51973856661108
Summary exposure value,Brazil,Both,All ages,Alcohol use,Rate,1997,7.691272067286686,10.231509607429876,5.520153704342789
Summary exposure value,Brazil,Both,Age-standardized,Alcohol use,Rate,1997,7.665462589204111,10.241670968329064,5.500896033706139
Summary exposure value,Brazil,Both,All ages,High fasting plasma glucose,Rate,1997,7.836359787544454,8.814591976231643,6.9084158751835805
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1997,9.39773668675246,10.56066156449241,8.321830631141085
Summary exposure value,Brazil,Both,All ages,High systolic blood pressure,Rate,1997,23.981937645206518,25.776575209697373,22.26931911536616
Summary exposure value,Brazil,Both,Age-standardized,High systolic blood pressure,Rate,1997,27.177589005436754,28.928033499247462,25.450282926246693
Summary exposure value,Brazil,Both,All ages,High body-mass index,Rate,1997,17.274585223344427,23.30811281690971,12.880569619616875
Summary exposure value,Brazil,Both,Age-standardized,High body-mass index,Rate,1997,18.060183493522388,24.432268360992584,13.265975436412974
Summary exposure value,Uruguay,Both,All ages,Ambient particulate matter pollution,Rate,2006,7.121936058398677,12.580778340886814,2.888304384927795
Summary exposure value,Uruguay,Both,Age-standardized,Ambient particulate matter pollution,Rate,2006,6.885764019926515,12.192988840916701,2.809816208288176
Summary exposure value,Uruguay,Both,All ages,Household air pollution from solid fuels,Rate,2006,0.7962529743309786,1.6648759832720066,0.2732427363345366
Summary exposure value,Uruguay,Both,Age-standardized,Household air pollution from solid fuels,Rate,2006,0.7569628095663216,1.5796239912777024,0.2571975699698333
Summary exposure value,Uruguay,Both,All ages,Child underweight,Rate,2006,1.8943600356417152,2.614870254560784,1.2209620943382251
Summary exposure value,Uruguay,Both,Age-standardized,Child underweight,Rate,2006,1.894040745015323,2.6143510807071153,1.2197342942211271
Summary exposure value,Uruguay,Both,All ages,Smoking,Rate,2006,17.5195284492811,20.063959863247675,15.30279895397793
Summary exposure value,Uruguay,Both,Age-standardized,Smoking,Rate,2006,17.58353662141211,20.173275869904263,15.292799451887129
Summary exposure value,Uruguay,Both,All ages,Alcohol use,Rate,2006,11.395997491304385,15.88998908237895,7.882391347070647
Summary exposure value,Uruguay,Both,Age-standardized,Alcohol use,Rate,2006,11.399580203110848,15.839875395660293,7.864529559539927
Summary exposure value,Uruguay,Both,All ages,High fasting plasma glucose,Rate,2006,4.955789594461015,5.775720696900796,4.219259509573725
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2006,4.434807255723009,5.216774091528657,3.7180887586352434
Summary exposure value,Uruguay,Both,All ages,High systolic blood pressure,Rate,2006,27.891973348828554,31.53557147847193,24.17557014902072
Summary exposure value,Uruguay,Both,Age-standardized,High systolic blood pressure,Rate,2006,25.66413800004581,29.396861715381906,22.047148158440557
Summary exposure value,Uruguay,Both,All ages,High body-mass index,Rate,2006,21.407602472390412,29.335081477428165,15.614002485624127
Summary exposure value,Uruguay,Both,Age-standardized,High body-mass index,Rate,2006,20.70471291905976,28.09444350029313,15.299727762462354
Summary exposure value,Suriname,Both,All ages,Ambient particulate matter pollution,Rate,1993,18.8051905923674,39.481217284800294,5.99278751847378
Summary exposure value,Suriname,Both,Age-standardized,Ambient particulate matter pollution,Rate,1993,19.1123024371683,39.9131953731162,6.08261728693098
Summary exposure value,Suriname,Both,All ages,Household air pollution from solid fuels,Rate,1993,9.975799423839291,18.3967840901755,4.89847331402008
Summary exposure value,Suriname,Both,Age-standardized,Household air pollution from solid fuels,Rate,1993,10.395339906714698,18.5192778227017,5.17443375982164
Summary exposure value,Suriname,Both,All ages,Child underweight,Rate,1993,5.04482289827029,6.298860822365961,3.6709048028701
Summary exposure value,Suriname,Both,Age-standardized,Child underweight,Rate,1993,5.04469984128866,6.299172572656719,3.67069613715263
Summary exposure value,Suriname,Both,All ages,Smoking,Rate,1993,11.6873888998668,13.5817530650097,10.001484814582199
Summary exposure value,Suriname,Both,Age-standardized,Smoking,Rate,1993,12.0236278661937,13.938533096381796,10.330319640500099
Summary exposure value,Suriname,Both,All ages,Alcohol use,Rate,1993,7.57685050764004,10.5247737216387,5.16171900669684
Summary exposure value,Suriname,Both,Age-standardized,Alcohol use,Rate,1993,7.77001552019497,10.7730285697967,5.32104550198579
Summary exposure value,Suriname,Both,All ages,High fasting plasma glucose,Rate,1993,12.132344469514699,13.758537128330403,10.6245411799692
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1993,13.9947132967986,15.758442465543801,12.2993959123778
Summary exposure value,Suriname,Both,All ages,High systolic blood pressure,Rate,1993,17.228194881927,21.3421912600406,13.588150038493598
Summary exposure value,Suriname,Both,Age-standardized,High systolic blood pressure,Rate,1993,19.0553657840451,23.183106403776602,15.365850305172799
Summary exposure value,Suriname,Both,All ages,High body-mass index,Rate,1993,16.872272929571498,22.830048116573398,12.285964893092801
Summary exposure value,Suriname,Both,Age-standardized,High body-mass index,Rate,1993,17.5540826978659,24.0493348417719,12.576614364012597
Summary exposure value,Suriname,Both,All ages,Diet high in sugar-sweetened beverages,Rate,1993,29.570618078040802,45.010311927614204,15.645101156239402
Summary exposure value,Suriname,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1993,28.4240334909442,42.67942617620471,15.692932327565101
Summary exposure value,Suriname,Both,All ages,Diet high in sodium,Rate,1993,24.0414918506517,49.47707201557039,2.89291369006729
Summary exposure value,Suriname,Both,Age-standardized,Diet high in sodium,Rate,1993,24.4075420222524,49.5342024017088,2.8781713296637803
Summary exposure value,Bolivia (Plurinational State of),Both,All ages,Ambient particulate matter pollution,Rate,1993,21.227654169512,42.972285967856294,8.44725374905268
