measure,location,sex,age,rei,metric,year,val,upper,lower
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1994,19.52296470016108,22.27858052645606,15.0408966284316
Summary exposure value,Suriname,Both,Age-standardized,High systolic blood pressure,Rate,1994,25.10596425555665,35.99386209694463,16.04526032840684
Summary exposure value,Suriname,Both,Age-standardized,High body-mass index,Rate,1994,13.79910237429397,16.77376727957592,11.94715758100959
Summary exposure value,Suriname,Both,Age-standardized,Diet low in fruits,Rate,1994,35.22540789774258,37.914141231338924,30.42303228394895
Summary exposure value,Suriname,Both,Age-standardized,Diet low in whole grains,Rate,1994,40.05058167332588,45.31500929038697,33.11489237874546
Summary exposure value,Suriname,Both,Age-standardized,Diet high in red meat,Rate,1994,14.74832036049242,19.29702774697827,0.0
Summary exposure value,Suriname,Both,Age-standardized,Diet high in processed meat,Rate,1994,8.79623016579672,9.79330005485064,7.0553442292913395
Summary exposure value,Suriname,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1994,18.13201971513622,22.944296200679478,13.78942530051101
Summary exposure value,Colombia,Both,Age-standardized,Smoking,Rate,2000,11.62874258825769,12.62577365608987,10.59888364276998
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2000,10.98538417806625,12.33027451732589,8.55762442197512
Summary exposure value,Colombia,Both,Age-standardized,High systolic blood pressure,Rate,2000,23.11617145410212,32.71254253344163,15.44849435108378
Summary exposure value,Colombia,Both,Age-standardized,High body-mass index,Rate,2000,18.26849501331069,21.77917720797961,15.858918481840059
Summary exposure value,Colombia,Both,Age-standardized,Diet low in fruits,Rate,2000,26.341292592318833,28.63631179760951,21.6888649579628
Summary exposure value,Colombia,Both,Age-standardized,Diet low in whole grains,Rate,2000,36.03003670965948,40.94368243437023,29.61041433326007
Summary exposure value,Colombia,Both,Age-standardized,Diet high in red meat,Rate,2000,26.39201614177354,38.26702551739956,0.0
Summary exposure value,Colombia,Both,Age-standardized,Diet high in processed meat,Rate,2000,7.75692837209358,8.2387087809916,6.081489605560471
Summary exposure value,Colombia,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2000,17.0135309553975,18.233124166299,13.480138449951479
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Smoking,Rate,1997,13.38061831527705,14.798234342119528,12.13558274033242
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,1997,9.95253571861765,11.445141680635269,7.706567011740351
Summary exposure value,Argentina,Both,Age-standardized,High systolic blood pressure,Rate,1997,20.55546181333035,29.77912539165637,13.3984205092514
Summary exposure value,Argentina,Both,Age-standardized,High body-mass index,Rate,1997,24.3704263935048,28.45190050615735,20.77458245670753
Summary exposure value,Argentina,Both,Age-standardized,Diet low in fruits,Rate,1997,25.59443644645063,27.915765414804838,21.27441422528591
Summary exposure value,Argentina,Both,Age-standardized,Diet low in whole grains,Rate,1997,57.828784641072936,63.76288084565367,46.68604730495894
Summary exposure value,Argentina,Both,Age-standardized,Diet high in red meat,Rate,1997,57.853272711317835,77.53545532867298,0.0
Summary exposure value,Argentina,Both,Age-standardized,Diet high in processed meat,Rate,1997,18.91496376774659,20.18418529857826,14.32752728446213
Summary exposure value,Argentina,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1997,45.66374126659279,49.82271754913729,34.57500518521694
Summary exposure value,Argentina,Both,Age-standardized,Low physical activity,Rate,1997,14.136301084279879,18.289597764172292,10.69381126367702
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1997,11.90658480075984,13.532754198679688,9.018990321330019
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High systolic blood pressure,Rate,1997,45.38770522484761,59.25442076567945,33.16538007908419
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High body-mass index,Rate,1997,25.91841033486284,30.51745305170261,22.1274289589865
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet low in fruits,Rate,1997,27.56415684036691,29.60909890959471,23.356357515719008
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet low in whole grains,Rate,1997,33.04239614313338,38.18365634509505,27.610438972359752
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet high in red meat,Rate,1997,24.985220418522662,36.01831665096012,0.0
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet high in processed meat,Rate,1997,9.30309505862044,9.95139161344833,7.168462814485039
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1997,17.8121215499392,19.33943480508398,14.38247780796084
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Low physical activity,Rate,1997,14.963942392388871,18.67917376822945,10.91744226220813
Summary exposure value,Peru,Both,Age-standardized,Diet high in red meat,Rate,1994,16.21886327080353,21.86942912552106,0.0
Summary exposure value,Peru,Both,Age-standardized,Diet high in processed meat,Rate,1994,4.54283769042386,4.76018317062891,3.7935112501747104
Summary exposure value,Peru,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1994,9.93007221777936,10.8852954990949,8.05933189555182
Summary exposure value,Peru,Both,Age-standardized,Low physical activity,Rate,1994,13.28911710534155,16.54485706951963,9.96261399891791
Summary exposure value,Paraguay,Both,Age-standardized,Smoking,Rate,1997,21.13346448985717,23.02717580879311,19.53630350807575
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,1997,10.6277873738834,12.492521496653069,7.89052057113165
Summary exposure value,Paraguay,Both,Age-standardized,High systolic blood pressure,Rate,1997,35.88517963491064,48.639073424047616,25.727163169107296
Summary exposure value,Paraguay,Both,Age-standardized,High body-mass index,Rate,1997,20.845347506778182,25.10723094860409,17.88628571654231
Summary exposure value,Paraguay,Both,Age-standardized,Diet low in fruits,Rate,1997,27.262268757174628,29.73571320107544,22.9673948300458
Summary exposure value,Paraguay,Both,Age-standardized,Diet low in whole grains,Rate,1997,37.628069433113524,42.6867476112271,31.329342805329652
Summary exposure value,Paraguay,Both,Age-standardized,Diet high in red meat,Rate,1997,57.027622333744,76.38651139036011,0.0
Summary exposure value,Paraguay,Both,Age-standardized,Diet high in processed meat,Rate,1997,9.15946879361341,10.27612485875794,7.30297801781891
Summary exposure value,Paraguay,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1997,13.00790382907284,15.98703553122153,10.26770595364052
Summary exposure value,Paraguay,Both,Age-standardized,Low physical activity,Rate,1997,14.24021389562968,17.88236388807018,10.79220000031024
Summary exposure value,Uruguay,Both,Age-standardized,Smoking,Rate,1997,27.709062002459913,29.47426302948018,26.0890654071141
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1997,7.45020189616101,8.59195341833357,5.59227305137823
Summary exposure value,Uruguay,Both,Age-standardized,High systolic blood pressure,Rate,1997,32.99181346313606,46.30747071631917,21.905355424799062
Summary exposure value,Uruguay,Both,Age-standardized,High body-mass index,Rate,1997,23.01710198376258,27.18974774768495,19.9338291952048
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,1992,9.03539641340059,10.55651111279949,6.9654107432018595
Summary exposure value,Argentina,Both,Age-standardized,High systolic blood pressure,Rate,1992,18.569580662821842,26.66464945099247,11.90809892248841
Summary exposure value,Argentina,Both,Age-standardized,High body-mass index,Rate,1992,22.4588702573779,26.57352539618539,19.203946538510692
Summary exposure value,Argentina,Both,Age-standardized,Diet low in fruits,Rate,1992,27.981854893204062,30.52875102642016,23.35829273366426
Summary exposure value,Argentina,Both,Age-standardized,Diet low in whole grains,Rate,1992,59.757650558644094,65.82109981843054,47.86518180756584
Summary exposure value,Argentina,Both,Age-standardized,Diet high in red meat,Rate,1992,57.466726105372516,77.06164706869598,0.0
Summary exposure value,Argentina,Both,Age-standardized,Diet high in processed meat,Rate,1992,18.49518971760753,20.00725483055523,14.056945202760348
Summary exposure value,Argentina,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1992,39.810314835423696,44.463103218006935,30.47515015632385
Summary exposure value,Argentina,Both,Age-standardized,Low physical activity,Rate,1992,14.11481686749663,18.22592148007485,10.55689106867232
Summary exposure value,Colombia,Both,Age-standardized,Low physical activity,Rate,2000,21.59884094772661,25.934556265656912,17.63925415947715
Summary exposure value,Uruguay,Both,Age-standardized,Diet low in fruits,Rate,2009,32.6010554138916,34.905429507947886,26.93367721243483
Summary exposure value,Uruguay,Both,Age-standardized,Diet low in whole grains,Rate,2009,54.99670756691608,60.51540426486736,44.09235024260662
Summary exposure value,Uruguay,Both,Age-standardized,Diet high in red meat,Rate,2009,51.97634173269038,69.90214785385328,0.0
Summary exposure value,Uruguay,Both,Age-standardized,Diet high in processed meat,Rate,2009,26.150341939194497,28.920901210957588,19.35749835086211
Summary exposure value,Uruguay,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2009,36.876760758770786,43.4264708258356,27.50195362547413
Summary exposure value,Uruguay,Both,Age-standardized,Low physical activity,Rate,2009,17.44369522076358,21.19438935090667,14.020453815235308
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Smoking,Rate,2000,12.802912062063479,14.16135529435113,11.64008853171907
Summary exposure value,Suriname,Both,Age-standardized,Smoking,Rate,2002,19.25067524018737,21.115251920170543,17.57483817797326
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2002,21.744504820456758,24.68537312849358,16.57827085664669
Summary exposure value,Suriname,Both,Age-standardized,High systolic blood pressure,Rate,2002,24.66484947296807,35.30784665785031,15.671900104357361
Summary exposure value,Suriname,Both,Age-standardized,High body-mass index,Rate,2002,15.7216441108396,18.85471996567976,13.62605023986852
Summary exposure value,Suriname,Both,Age-standardized,Diet low in fruits,Rate,2002,35.91976685429623,38.639691712076576,30.36939426597166
Summary exposure value,Suriname,Both,Age-standardized,Diet low in whole grains,Rate,2002,40.582585516967626,46.231779753853594,33.44193354654278
Summary exposure value,Suriname,Both,Age-standardized,Diet high in red meat,Rate,2002,13.56767933538818,17.75180286394542,0.0
Summary exposure value,Suriname,Both,Age-standardized,Diet high in processed meat,Rate,2002,8.6555560050456,9.69652136857528,6.978298284785909
Summary exposure value,Suriname,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2002,17.44820775646847,22.414679986649087,13.243809080541618
Summary exposure value,Guyana,Both,Age-standardized,Smoking,Rate,2006,9.98364365530659,10.7938234437675,9.21217325793992
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2006,23.86107202480152,26.69189202120475,18.55823431255842
Summary exposure value,Guyana,Both,Age-standardized,High systolic blood pressure,Rate,2006,33.45380003021001,46.67465982813,21.40852040255801
Summary exposure value,Guyana,Both,Age-standardized,High body-mass index,Rate,2006,21.52538496565428,25.237249514556648,18.65104975567851
Summary exposure value,Guyana,Both,Age-standardized,Diet low in fruits,Rate,2006,46.24865760676743,49.25705724454687,40.89129140667096
Summary exposure value,Guyana,Both,Age-standardized,Diet low in whole grains,Rate,2006,42.4902248174582,48.66216789276179,35.54534150799084
Summary exposure value,Guyana,Both,Age-standardized,Diet high in red meat,Rate,2006,10.123328928659319,13.03081538076674,0.0
Summary exposure value,Guyana,Both,Age-standardized,Diet high in processed meat,Rate,2006,9.03957247171827,10.07805190676744,7.234182008296649
Summary exposure value,Guyana,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2006,20.581848156806657,25.700470421356396,16.032244688733698
Summary exposure value,Guyana,Both,Age-standardized,Low physical activity,Rate,2006,21.60696263417855,27.171506698798158,16.562930224619627
Summary exposure value,Chile,Both,Age-standardized,Smoking,Rate,1997,26.28683195400441,28.085339054902757,24.3582896591571
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1997,10.60674979745073,12.20349852200455,8.12967370142703
Summary exposure value,Chile,Both,Age-standardized,High systolic blood pressure,Rate,2000,33.94980731933973,45.475080887626476,24.56640539698375
Summary exposure value,Chile,Both,Age-standardized,High body-mass index,Rate,2000,30.24132601612881,35.5981714956265,25.33032088710282
Summary exposure value,Chile,Both,Age-standardized,Diet low in fruits,Rate,2000,37.35331073578515,39.948314933095254,31.90458947614403
Summary exposure value,Chile,Both,Age-standardized,Diet low in whole grains,Rate,2000,55.74154292315019,61.85464326873582,45.13822417663532
Summary exposure value,Chile,Both,Age-standardized,Diet high in red meat,Rate,2000,39.28382666630024,55.65805209968984,0.0
Summary exposure value,Chile,Both,Age-standardized,Diet high in processed meat,Rate,2000,31.04413336878386,33.151199280492314,23.396357085975662
Summary exposure value,Chile,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2000,31.63941600751951,35.38963171164989,25.32869120938066
Summary exposure value,Chile,Both,Age-standardized,Low physical activity,Rate,2000,15.895256782332352,20.02383238321696,11.97106688729217
Summary exposure value,Uruguay,Both,Age-standardized,Smoking,Rate,2000,28.06462001546479,29.67137527585254,26.569437976864506
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2000,7.9435605652388706,9.23276798810167,6.01239441686088
Summary exposure value,Uruguay,Both,Age-standardized,High systolic blood pressure,Rate,2000,33.071477657937095,46.652103592647606,21.74830246043789
Summary exposure value,Uruguay,Both,Age-standardized,High body-mass index,Rate,2000,24.002822447105228,28.23735918301048,20.76759967573818
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2000,10.79119777831323,12.40903384386024,8.28177673014529
Summary exposure value,Argentina,Both,Age-standardized,High systolic blood pressure,Rate,2000,21.91146748430792,31.93172444887465,14.25797282235258
Summary exposure value,Argentina,Both,Age-standardized,High body-mass index,Rate,2000,25.64009545229596,29.844151715589913,21.7842186474049
Summary exposure value,Argentina,Both,Age-standardized,Diet low in fruits,Rate,2000,24.19939095920217,26.51131854419383,20.27000374386663
Summary exposure value,Argentina,Both,Age-standardized,Diet low in whole grains,Rate,2000,57.030854452721854,63.03718254873035,46.13974274587253
Summary exposure value,Argentina,Both,Age-standardized,Diet high in red meat,Rate,2000,58.537483233094456,78.17396490915894,0.0
Summary exposure value,Argentina,Both,Age-standardized,Diet high in processed meat,Rate,2000,19.1798452279515,20.43403379210932,14.6972490797358
Summary exposure value,Argentina,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2000,48.5772275466953,52.72060342934029,36.92620075754862
Summary exposure value,Argentina,Both,Age-standardized,Low physical activity,Rate,2000,14.29230845629955,18.295122878209362,10.89404657692109
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Smoking,Rate,2006,6.7976931908525895,7.47561388134323,6.19774447133902
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2006,11.103184543714601,12.787528292934661,8.34757981151305
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High systolic blood pressure,Rate,2006,18.45634057752202,28.775118344520017,10.5517236986228
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High body-mass index,Rate,2006,24.80366439748412,28.95375639822666,21.62998260143606
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet low in fruits,Rate,2006,31.150665477910128,33.86522671776403,25.9394010217311
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet low in whole grains,Rate,2006,40.34275858821239,45.476613677808345,32.937362057283146
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet high in red meat,Rate,2006,31.40081096762034,45.55034419309434,0.0
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet high in processed meat,Rate,2006,5.1393259584128606,5.54405896810995,4.2629666554994
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2006,16.80737454561823,20.77231471112465,12.67885332008495
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Low physical activity,Rate,2006,14.145341740811759,17.9187923743361,10.77405386427473
Summary exposure value,Chile,Both,Age-standardized,High systolic blood pressure,Rate,1992,34.57209141706985,46.608849922666664,24.15461778386107
Summary exposure value,Chile,Both,Age-standardized,High body-mass index,Rate,1992,26.20562656300065,31.11371985933935,21.84336483883545
Summary exposure value,Chile,Both,Age-standardized,Diet low in fruits,Rate,1992,39.28067278876693,41.8521436741159,34.098542069522
Summary exposure value,Chile,Both,Age-standardized,Diet low in whole grains,Rate,1992,58.151772481994946,64.22025960099728,46.23985918618404
Summary exposure value,Chile,Both,Age-standardized,Diet high in red meat,Rate,1992,32.75243494469382,47.209241455647735,8.635526230667685e-09
Summary exposure value,Chile,Both,Age-standardized,Diet high in processed meat,Rate,1992,28.293045165710762,30.475232625893963,21.14529607838857
Summary exposure value,Chile,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1992,23.84928419217642,27.90450982505342,18.70316856853222
Summary exposure value,Chile,Both,Age-standardized,Low physical activity,Rate,1992,14.94337203281594,19.125755820332742,11.15111858750853
Summary exposure value,Brazil,Both,Age-standardized,Smoking,Rate,1994,27.017992811436308,28.782495909964922,25.346591864203987
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1994,12.959199831966489,14.915361839801692,9.88148241502107
Summary exposure value,Brazil,Both,Age-standardized,High systolic blood pressure,Rate,1994,35.53366664481425,46.92905773523385,25.56029106662346
Summary exposure value,Brazil,Both,Age-standardized,High body-mass index,Rate,1994,19.33782058309453,23.08466467474952,16.92046764986076
Summary exposure value,Brazil,Both,Age-standardized,Diet low in fruits,Rate,1994,30.620049800824262,33.14352337653918,27.19900657325504
Summary exposure value,Brazil,Both,Age-standardized,Diet low in whole grains,Rate,1994,41.04618357334688,46.31797875252137,33.86704671769777
Summary exposure value,Brazil,Both,Age-standardized,Diet high in red meat,Rate,1994,39.598051728481195,55.23472338409767,1.5908764886372243e-06
Summary exposure value,Brazil,Both,Age-standardized,Diet high in processed meat,Rate,1994,9.392652265804049,10.140430241383811,7.585485862762289
Summary exposure value,Brazil,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,1994,19.336277309546578,21.60771833589242,15.66008801079451
Summary exposure value,Brazil,Both,Age-standardized,Low physical activity,Rate,1994,23.69686440851862,28.148625166618306,19.44737599953023
Summary exposure value,Colombia,Both,Age-standardized,Smoking,Rate,2006,10.18900498170401,10.93072728934895,9.452587586429031
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2006,11.26081738162581,12.58902420106798,8.646125476554339
Summary exposure value,Colombia,Both,Age-standardized,High systolic blood pressure,Rate,2006,26.05347740139067,36.20340108578403,18.161625689244833
Summary exposure value,Colombia,Both,Age-standardized,High body-mass index,Rate,2006,20.57307799806834,24.452042621597318,17.689384249341842
Summary exposure value,Colombia,Both,Age-standardized,Diet low in fruits,Rate,2006,26.357148945619503,28.55459083192401,21.70496277916768
Summary exposure value,Colombia,Both,Age-standardized,Diet low in whole grains,Rate,2006,35.8801809545527,40.95384032365268,29.54200715542405
Summary exposure value,Colombia,Both,Age-standardized,Diet high in red meat,Rate,2006,26.465213162630956,38.4294947498133,0.0
Summary exposure value,Colombia,Both,Age-standardized,Diet high in processed meat,Rate,2006,8.21417433521996,8.696439133040231,6.346249046560811
Summary exposure value,Colombia,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2006,18.10792663019476,19.37165351959745,14.267823083227091
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Smoking,Rate,2003,6.736934338955409,7.42174941540764,6.12772334539552
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2003,10.532193469157871,12.081709448477369,8.04842353639963
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High systolic blood pressure,Rate,2003,17.24211539955581,27.571924546493797,9.668570315360741
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High body-mass index,Rate,2003,23.5541531952106,27.47572957025775,20.57943471223654
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet low in fruits,Rate,2003,29.70605902427787,32.50007521357154,24.38893449834649
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet low in whole grains,Rate,2003,40.66573176410588,45.779604054453586,32.95436546471156
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet high in red meat,Rate,2003,30.94528972884436,44.994739960099174,0.0
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet high in processed meat,Rate,2003,5.06566647983369,5.452671912972,4.23825335662366
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2003,16.007318400960312,19.64691590019887,12.13837697072284
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,Low physical activity,Rate,2003,13.87812644023547,17.36400062402933,10.58223553905277
Summary exposure value,Colombia,Both,Age-standardized,Smoking,Rate,2003,11.01554531818196,11.863627374896451,10.219813701924341
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2003,11.15631543773822,12.46225827569658,8.55117218009048
Summary exposure value,Colombia,Both,Age-standardized,High systolic blood pressure,Rate,2003,23.24943281554272,32.42690449826794,15.780102829747381
Summary exposure value,Colombia,Both,Age-standardized,High body-mass index,Rate,2003,19.36830981517151,22.9499300867828,16.856943832091158
Summary exposure value,Colombia,Both,Age-standardized,Diet low in fruits,Rate,2003,26.447074574270058,28.645217374980657,21.99777892657071
Summary exposure value,Colombia,Both,Age-standardized,Diet low in whole grains,Rate,2003,36.08478769835859,41.11354771111513,29.78234147860896
Summary exposure value,Colombia,Both,Age-standardized,Diet high in red meat,Rate,2003,26.361972776278247,38.19713997431029,0.0
Summary exposure value,Colombia,Both,Age-standardized,Diet high in processed meat,Rate,2003,7.91665067788697,8.37469589721971,6.154580423732829
Summary exposure value,Colombia,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2003,17.42058961892165,18.569931823868348,13.7997603136261
Summary exposure value,Brazil,Both,Age-standardized,Smoking,Rate,2005,19.22417302766905,20.34412380698967,18.29562167170986
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2005,14.97706261101102,17.08391575486494,11.439150340122541
Summary exposure value,Brazil,Both,Age-standardized,High systolic blood pressure,Rate,2005,36.60943844671494,48.63716144504457,26.3106844340032
Summary exposure value,Brazil,Both,Age-standardized,High body-mass index,Rate,2005,23.6501301085186,27.566829968108458,20.8447093568876
Summary exposure value,Brazil,Both,Age-standardized,Diet low in fruits,Rate,2005,27.31092964071679,29.620073841430074,24.13135481117181
Summary exposure value,Brazil,Both,Age-standardized,Diet low in whole grains,Rate,2005,40.52691784599516,45.78928592954142,33.88928458474171
Summary exposure value,Brazil,Both,Age-standardized,Diet high in red meat,Rate,2005,53.081055606821636,71.25118518229606,1.849072857324973e-06
Summary exposure value,Brazil,Both,Age-standardized,Diet high in processed meat,Rate,2005,10.58144797979108,11.23110535954671,8.49711024698434
Summary exposure value,Brazil,Both,Age-standardized,Diet high in sugar-sweetened beverages,Rate,2005,23.950612448158378,25.63854432640612,19.67868025830854
Summary exposure value,Brazil,Both,Age-standardized,Low physical activity,Rate,2005,24.99488810463402,29.15763971210199,20.82205458195927
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,2000,12.32489416118831,13.99020961950356,9.34800622557341
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High systolic blood pressure,Rate,2000,41.624700336949836,55.413657298410044,30.34667239087575
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High body-mass index,Rate,2000,27.03170813489989,31.6894110644893,23.01956568436359
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet low in fruits,Rate,2000,28.428115769620437,30.52721461166406,23.56765736705575
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet low in whole grains,Rate,2000,32.64091148575447,37.72974160928051,26.995772450185928
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet high in red meat,Rate,2000,25.11235653973104,36.173473400760955,0.0
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,Diet high in processed meat,Rate,2000,9.16698953862122,9.74156688065959,7.12102181709869
