measure,location,sex,age,cause,rei,metric,year_start,year_end,val,upper,lower
DALYs (Disability-Adjusted Life Years),Brazil,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,-0.1109321299121001,-0.0664052233118371,-0.1549672260482624
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.8033039307555184,1.1879459971064947,0.4884228547753073
YLDs (Years Lived with Disability),Uruguay,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,1.1859956019718918,1.3477995793473494,1.0329834170153611
YLDs (Years Lived with Disability),Chile,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,1.0992970491646856,1.2734234687577255,0.94984930393345
YLDs (Years Lived with Disability),Argentina,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.7591378695930434,0.8860549539630739,0.6200220346537528
YLDs (Years Lived with Disability),Bolivia (Plurinational State of),Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.917017652074489,1.0945541784872497,0.7518756495136683
YLDs (Years Lived with Disability),Guyana,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.6678577250603109,0.7772004748524692,0.5590628648218863
YLDs (Years Lived with Disability),Suriname,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.9125807717957368,1.0564353598089369,0.7762818842864496
YLDs (Years Lived with Disability),Peru,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.7079393000150713,0.8469001708765382,0.5842943232545903
YLDs (Years Lived with Disability),Brazil,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.2879461855712718,0.338516673966926,0.2368441378454024
YLDs (Years Lived with Disability),Colombia,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.3804406883478983,0.4794221234758358,0.2853572508251281
YLDs (Years Lived with Disability),Paraguay,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.8065445496068537,0.944369680094846,0.6837843503963843
YLDs (Years Lived with Disability),Venezuela (Bolivarian Republic of),Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.6431028001976703,0.7551642895204147,0.5254105206426569
YLDs (Years Lived with Disability),Ecuador,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,1.1780514982709556,1.3595150783410923,1.007726908426188
YLLs (Years of Life Lost),Uruguay,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,-0.0121660715680752,0.1053275837157751,-0.1293194592139391
YLLs (Years of Life Lost),Argentina,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,-0.2424011664281821,-0.1833783585600529,-0.3001026592670655
YLLs (Years of Life Lost),Chile,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,-0.2536522954089649,-0.1670770497267098,-0.3365891784707408
YLLs (Years of Life Lost),Guyana,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.0449415408015747,0.344139873587618,-0.2060270838941438
YLLs (Years of Life Lost),Peru,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.1789156434734266,0.52239001325564,-0.1257365177078392
YLLs (Years of Life Lost),Suriname,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.054098638367981,0.3259689725491331,-0.184500807313289
YLLs (Years of Life Lost),Ecuador,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.2993274937707465,0.6352510041922749,-0.0100223968062174
YLLs (Years of Life Lost),Bolivia (Plurinational State of),Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.048352054338697,0.402502929288261,-0.1723396699549127
YLLs (Years of Life Lost),Colombia,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,-0.3282812533112355,-0.2100578175949785,-0.4333196983392487
YLLs (Years of Life Lost),Venezuela (Bolivarian Republic of),Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.3319125518721544,0.7219813550837754,0.0303303583464286
YLLs (Years of Life Lost),Paraguay,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,0.8021654431438439,1.3144213246397247,0.3870999499489693
YLLs (Years of Life Lost),Brazil,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2021,-0.2288491186087761,-0.1887835523929788,-0.2684368479582197
