measure,location,sex,age,cause,rei,metric,year_start,year_end,val,upper,lower
DALYs (Disability-Adjusted Life Years),Colombia,Both,All ages,Diabetes mellitus,High fasting plasma glucose,Percent,1990,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Colombia,Both,All ages,Diabetes mellitus,High fasting plasma glucose,Rate,1990,2019,0.7586915406264292,0.9491819049181595,0.5558434832921468
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Diabetes mellitus,High fasting plasma glucose,Percent,1990,2019,0.0,2.2204460492503136e-16,-2.220446049250313e-16
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Diabetes mellitus,High fasting plasma glucose,Rate,1990,2019,-0.0677013000444746,0.03639534118139946,-0.17473742644201884
DALYs (Disability-Adjusted Life Years),Colombia,Both,All ages,Chronic kidney disease,High fasting plasma glucose,Number,1990,2019,1.318791891780308,1.8707126964710081,0.8537527062543675
DALYs (Disability-Adjusted Life Years),Colombia,Both,All ages,Chronic kidney disease,High fasting plasma glucose,Percent,1990,2019,0.17114921542887718,0.2696252518296012,0.08517488084159841
DALYs (Disability-Adjusted Life Years),Colombia,Both,All ages,Chronic kidney disease,High fasting plasma glucose,Rate,1990,2019,0.5796593248056278,0.9556511715834352,0.26285491970998076
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic kidney disease,High fasting plasma glucose,Percent,1990,2019,0.00013131215347879198,0.061389691679601927,-0.052561808524262316
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic kidney disease,High fasting plasma glucose,Rate,1990,2019,-0.1578704028857411,0.037334400134823115,-0.31909085144568017
DALYs (Disability-Adjusted Life Years),Brazil,Both,All ages,Peripheral artery disease,High fasting plasma glucose,Number,1990,2019,2.1654510423040354,3.0165477468332695,1.4795757375501328
DALYs (Disability-Adjusted Life Years),Brazil,Both,All ages,Peripheral artery disease,High fasting plasma glucose,Percent,1990,2019,0.08161088460083715,0.1214568051324876,0.045155525515013284
DALYs (Disability-Adjusted Life Years),Brazil,Both,All ages,Peripheral artery disease,High fasting plasma glucose,Rate,1990,2019,1.174471884943544,1.75912343400679,0.7033173648348107
DALYs (Disability-Adjusted Life Years),Brazil,Both,Age-standardized,Peripheral artery disease,High fasting plasma glucose,Percent,1990,2019,0.09345639670299824,0.12485524353638854,0.06646347230078754
DALYs (Disability-Adjusted Life Years),Brazil,Both,Age-standardized,Peripheral artery disease,High fasting plasma glucose,Rate,1990,2019,0.08795580795290364,0.37775546855904535,-0.14905719266704137
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Tuberculosis,High fasting plasma glucose,Number,1990,2019,0.2537180916504371,0.7086149199643967,-0.07090964346109803
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Tuberculosis,High fasting plasma glucose,Percent,1990,2019,0.8648385202820945,1.0510305541089289,0.6939901137828752
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Tuberculosis,High fasting plasma glucose,Rate,1990,2019,-0.1589522071792894,0.1462120685558924,-0.3767263957486823
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Tuberculosis,High fasting plasma glucose,Percent,1990,2019,0.33769574385832785,0.4950788802573058,0.2023697111055244
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Tuberculosis,High fasting plasma glucose,Rate,1990,2019,-0.5666752114144135,-0.4036055425108616,-0.6825005606989896
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Diabetes mellitus,High fasting plasma glucose,Number,1990,2019,2.486638843376513,3.0666005888805383,1.9788896155476658
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Diabetes mellitus,High fasting plasma glucose,Percent,1990,2019,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Diabetes mellitus,High fasting plasma glucose,Rate,1990,2019,1.3389866694229613,1.7280498481591742,0.9983667404166798
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Diabetes mellitus,High fasting plasma glucose,Percent,1990,2019,0.0,2.220446049250313e-16,-2.220446049250313e-16
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Diabetes mellitus,High fasting plasma glucose,Rate,1990,2019,0.22086923163122024,0.4248197555146018,0.04534683592923391
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Tuberculosis,High fasting plasma glucose,Number,1990,2019,-0.5113085472703615,-0.30952618801834736,-0.6555262760855352
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Tuberculosis,High fasting plasma glucose,Percent,1990,2019,1.8960066413156083,2.3714195362280353,1.5248721363663644
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Tuberculosis,High fasting plasma glucose,Rate,1990,2019,-0.6876272813528421,-0.5586475257575252,-0.7798115906455143
DALYs (Disability-Adjusted Life Years),Peru,Both,Age-standardized,Tuberculosis,High fasting plasma glucose,Percent,1990,2019,0.9990401445698979,1.2324601387892138,0.7925318180870836
DALYs (Disability-Adjusted Life Years),Peru,Both,Age-standardized,Tuberculosis,High fasting plasma glucose,Rate,1990,2019,-0.7994453247299595,-0.7209782049115661,-0.8553860934299514
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Tuberculosis,High fasting plasma glucose,Number,1990,2019,0.988231448502211,1.7050240148298244,0.469608815371543
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Tuberculosis,High fasting plasma glucose,Percent,1990,2019,1.3368998962175602,1.6544424256403487,1.0637759199331356
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Tuberculosis,High fasting plasma glucose,Rate,1990,2019,0.1605895200098237,0.5790025478932037,-0.1421458548404181
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Tuberculosis,High fasting plasma glucose,Percent,1990,2019,0.8488050455975059,1.0627510838502994,0.6678011132123697
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Tuberculosis,High fasting plasma glucose,Rate,1990,2019,-0.18187856847434655,0.11217981983675561,-0.39521959678945745
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Chronic kidney disease,High fasting plasma glucose,Number,1990,2019,4.869663357036139,6.5717186192743675,3.4148696160980623
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Chronic kidney disease,High fasting plasma glucose,Percent,1990,2019,0.21735146053666904,0.30417148606563477,0.12982793135815834
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Chronic kidney disease,High fasting plasma glucose,Rate,1990,2019,2.93762157849782,4.079433147699825,1.9616836280334975
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Chronic kidney disease,High fasting plasma glucose,Percent,1990,2019,0.06855048678646092,0.1273675339364314,0.00955853540405982
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Chronic kidney disease,High fasting plasma glucose,Rate,1990,2019,1.0937068032152875,1.6781471358489781,0.588249044659804
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Number,1990,2019,7.285239471160524,10.366247180991628,5.037225187651557
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.38775199985419717,0.5673508132365863,0.2853987525345191
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,7.278353775864903,10.356800922375285,5.032207771653158
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.34907679990879537,0.52569576830608,0.25347505609816673
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,3.7389057633681917,5.489795271945756,2.497267525564508
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Bladder cancer,High fasting plasma glucose,Number,1990,2019,1.4235013428122691,2.3736710643033065,0.7910120957549615
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.44798910614720594,0.6330758436835029,0.34226241699078996
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,1.4214872197620931,2.370867274375776,0.7895236217518803
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.41307866148934247,0.5866648123916625,0.3108007438759692
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,0.41592793837471526,0.9528130166599872,0.060252982096124244
DALYs (Disability-Adjusted Life Years),Argentina,Both,All ages,All causes,High fasting plasma glucose,Number,1990,2019,0.7086821495433466,0.9017942571335714,0.5261665977836849
DALYs (Disability-Adjusted Life Years),Argentina,Both,All ages,All causes,High fasting plasma glucose,Percent,1990,2019,0.4327441660936435,0.5889820343885648,0.28137989811434616
DALYs (Disability-Adjusted Life Years),Argentina,Both,All ages,All causes,High fasting plasma glucose,Rate,1990,2019,0.25440407324633857,0.3961745098480808,0.12041294352141589
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,All causes,High fasting plasma glucose,Percent,1990,2019,0.30227537747884264,0.4383546753275049,0.16439481294281552
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2019,0.02261161096941694,0.13587288290346117,-0.08480107223342662
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Number,1990,2019,9.834000785104159,14.20531304622478,6.657278180587455
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.6354137310460348,0.8637890867991961,0.4900881891051515
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,5.324126791396573,7.8757910872052435,3.4697798210990283
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.6051085395953987,0.8277348057073933,0.4635468956540346
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,3.2784746412242134,4.985631307238057,2.0235350946588224
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Bladder cancer,High fasting plasma glucose,Number,1990,2019,3.9300324999784486,5.978264045534952,2.5126449053941244
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.674400229766756,0.9064453675572208,0.512049057893595
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,1.8778058294436244,3.0734191812579605,1.0504347558667935
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.6372499750060507,0.862431089688685,0.48143068894519525
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,0.9360621485066691,1.7077904737341643,0.38742669499721516
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Stroke,High fasting plasma glucose,Number,1990,2019,0.040869202314241126,0.4467493266623046,-0.2650697737387489
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Stroke,High fasting plasma glucose,Percent,1990,2019,0.30708006104123214,0.5925213974893708,0.09067144046847052
DALYs (Disability-Adjusted Life Years),Guyana,Both,All ages,Stroke,High fasting plasma glucose,Rate,1990,2019,0.04000415692904814,0.44554696249803355,-0.2656805594159987
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Stroke,High fasting plasma glucose,Percent,1990,2019,0.19351910329169444,0.44705553076309307,0.0040416907396908066
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Stroke,High fasting plasma glucose,Rate,1990,2019,-0.3900275674989388,-0.15906120690962874,-0.562731817099862
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Pancreatic cancer,High fasting plasma glucose,Number,1990,2019,14.395294175518371,19.813322822101842,10.095523947070161
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.4315608802093801,0.5977338833007807,0.324904809898721
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,9.32782271579083,12.96246838693181,6.443352686717576
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.3374006453121753,0.49099888766765,0.2367817287050399
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,3.87665059464042,5.582253141891305,2.508888672438464
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All ages,Pancreatic cancer,High fasting plasma glucose,Number,1990,2019,7.336349016459392,10.24898399130745,5.350651212848975
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All ages,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.5712525588019117,0.7649085027147987,0.4386681216190206
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All ages,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,3.4563179914019373,5.013309861005149,2.3948340215915347
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.5062088759176121,0.6880019844879904,0.3830776966955904
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,1.9641712302213297,2.9548040866366154,1.2767197367401575
DALYs (Disability-Adjusted Life Years),Suriname,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Number,1990,2019,14.466827916393411,19.001327580444947,11.27997512539443
DALYs (Disability-Adjusted Life Years),Suriname,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.5713321180836903,0.7721584514160971,0.45290943460781996
DALYs (Disability-Adjusted Life Years),Suriname,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,9.383256006519584,12.427375403711622,7.243844579502839
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.526423058500451,0.7212807309484979,0.41370855474061813
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,5.482018091312717,7.333711315837692,4.180038117591073
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All ages,All causes,High fasting plasma glucose,Number,1990,2019,1.9543317133388964,2.6615565682858615,1.362707259104834
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All ages,All causes,High fasting plasma glucose,Percent,1990,2019,2.2764134956369646,2.7750505496257603,1.800141205019279
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All ages,All causes,High fasting plasma glucose,Rate,1990,2019,0.5792814745072993,0.9573389237388742,0.26301991991653734
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,All causes,High fasting plasma glucose,Percent,1990,2019,0.9651637463045251,1.2117614291896348,0.7158440423715741
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,All causes,High fasting plasma glucose,Rate,1990,2019,0.11322210614355917,0.36243511428542985,-0.10418278176382147
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Peripheral artery disease,High fasting plasma glucose,Number,1990,2019,4.049029106802916,5.941567952664995,2.9847907048692996
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Peripheral artery disease,High fasting plasma glucose,Percent,1990,2019,0.40781641860259105,0.5052948595912642,0.3295018119025272
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,Peripheral artery disease,High fasting plasma glucose,Rate,1990,2019,1.9472676694629276,3.0519985861646366,1.3260402278556536
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Peripheral artery disease,High fasting plasma glucose,Percent,1990,2019,0.4125790358549681,0.510471327067583,0.3331478574994342
DALYs (Disability-Adjusted Life Years),Paraguay,Both,Age-standardized,Peripheral artery disease,High fasting plasma glucose,Rate,1990,2019,0.9632936987515262,1.6804074243176064,0.5547274459137952
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Bladder cancer,High fasting plasma glucose,Number,1990,2019,3.3777384430146102,4.807784245324813,2.218371204174379
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.37118515197198926,0.5257264782947868,0.26194046506939
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All ages,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,1.9367744467951757,2.896110420069837,1.1590212471013084
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.30050866852889907,0.4457841698183377,0.19737886228551066
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,0.37138636073088244,0.8232137015540926,0.01265259848519111
DALYs (Disability-Adjusted Life Years),Brazil,Both,All ages,Chronic kidney disease,High fasting plasma glucose,Number,1990,2019,1.2482470896790157,1.4279878839698577,1.0945901684708712
DALYs (Disability-Adjusted Life Years),Brazil,Both,All ages,Chronic kidney disease,High fasting plasma glucose,Percent,1990,2019,0.14143958179868246,0.21734559175325283,0.07484528936638993
DALYs (Disability-Adjusted Life Years),Brazil,Both,All ages,Chronic kidney disease,High fasting plasma glucose,Rate,1990,2019,0.5444086866542671,0.6678796544688207,0.438855749449183
DALYs (Disability-Adjusted Life Years),Brazil,Both,Age-standardized,Chronic kidney disease,High fasting plasma glucose,Percent,1990,2019,0.026562118657587966,0.06972502758526958,-0.013972069972206064
DALYs (Disability-Adjusted Life Years),Brazil,Both,Age-standardized,Chronic kidney disease,High fasting plasma glucose,Rate,1990,2019,-0.07993633863758393,-0.02472479939754469,-0.1303136867789001
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Number,1990,2019,10.043672303640019,14.610595486325153,6.9526460083815085
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.7292332101181492,0.9554553655134392,0.5795818912123758
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,6.059141145333019,8.97832911651556,4.083349913735736
DALYs (Disability-Adjusted Life Years),Peru,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Percent,1990,2019,0.6198806481634377,0.8222657064649675,0.48342877908819787
DALYs (Disability-Adjusted Life Years),Peru,Both,Age-standardized,Pancreatic cancer,High fasting plasma glucose,Rate,1990,2019,2.9977154787697895,4.659518236500026,1.8744837590581653
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Bladder cancer,High fasting plasma glucose,Number,1990,2019,2.5272795257013363,4.013696281542051,1.549513601141901
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.6619797235003628,0.8917248073753675,0.507552531390981
DALYs (Disability-Adjusted Life Years),Peru,Both,All ages,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,1.2546453160115933,2.2047663800718897,0.6296550520133556
DALYs (Disability-Adjusted Life Years),Peru,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.5546583577681994,0.760249782441048,0.41098703269526027
DALYs (Disability-Adjusted Life Years),Peru,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,0.21093306835237777,0.7300905145394281,-0.12991655207053238
DALYs (Disability-Adjusted Life Years),Suriname,Both,All ages,Bladder cancer,High fasting plasma glucose,Number,1990,2019,3.145070868069969,4.363172569737576,2.3406658286403244
DALYs (Disability-Adjusted Life Years),Suriname,Both,All ages,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.5664329115186837,0.7651739601018301,0.4556197746011776
DALYs (Disability-Adjusted Life Years),Suriname,Both,All ages,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,1.7826864190245004,2.6004275795753546,1.2426698427438647
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Percent,1990,2019,0.52600687271201,0.712764023318155,0.4187381141602342
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,Bladder cancer,High fasting plasma glucose,Rate,1990,2019,0.7297220878106943,1.237531746546293,0.4031558384584857
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,1990,2019,5.245044167539659,7.641232877143491,3.511268867883687
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Percent,1990,2019,0.8106053206530214,1.0559288029026752,0.653119661511365
