measure,location,sex,age,rei,metric,year,val,upper,lower
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2002,4.002691529749778,4.756593969807533,3.3667294500080005
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,1997,18.3012321376294,20.1026844837895,16.4031291203214
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2006,11.021854982760601,12.307226822539299,9.800813933948529
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2006,13.484392243021501,15.016087272370598,12.104304197470698
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,1991,12.157228978428499,13.7728461081352,10.6526525361095
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2004,13.6147866118683,15.121038727328303,12.293000526288901
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,1999,19.1605661265931,21.1795786642322,17.1596927930526
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2006,10.611030258893098,11.882686144604447,9.296290766373456
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2005,21.003316120892702,23.060048641337698,18.955833170642798
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2002,9.98214343909118,11.1588351099026,8.890483360988611
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2007,21.216663803069398,23.133452804828,19.2879304404539
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2004,10.392595516932152,11.638206363779185,9.122617242264894
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2002,14.097998907692002,15.5948078278064,12.8050684121049
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2003,20.577432743390105,22.512752540399696,18.5930481370363
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1996,3.591229588212694,4.286614308829808,3.0085701559069427
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1993,4.82720843432258,5.46373753056375,4.20594799238242
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1994,7.926441305325575,9.084470053562226,6.874997559581396
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1991,9.819331742375738,10.987970986231515,8.679013803135058
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2001,19.8542821165686,21.8555446081967,17.868781268769897
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2004,11.351356521263673,12.757971620493674,9.983364520786807
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1991,4.698311516064161,5.3355282470900995,4.09568682028721
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1995,4.955129764999279,5.63681106886773,4.32567464870766
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1999,5.24486796930611,5.90491245320872,4.6399884074753
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2000,3.8348531350192365,4.605181566503701,3.204101252119087
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2002,10.540762603116297,11.871347547763575,9.217478242851145
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2002,9.695675470380353,10.87424527152266,8.55340543481378
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1998,3.7032850982894265,4.431125086237364,3.1051224120392282
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,2005,5.552293418816729,6.21770273197367,4.95504826999275
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1992,3.4429492979251326,4.142576510347771,2.883873620282776
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,1998,8.64364894601453,9.737537860237499,7.6051645807732
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,1998,13.9122769923314,15.586694310139002,12.476557335248598
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1998,9.051462000231432,10.31847587986546,7.923072863702238
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1994,14.2877826415518,16.085101743804202,12.525805438781202
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2006,8.04540568967914,8.980835797215772,7.129891018919309
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1998,9.320581601383001,10.478472331536652,8.262018239230674
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2007,4.556613509108421,5.344271219149215,3.8567048472264402
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,1994,7.2235427354148705,8.16383395553744,6.3696466677551395
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2007,11.859303631648485,13.220221027084206,10.482434457685114
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2000,9.814059780988636,11.22155248939746,8.548937103530186
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,1990,15.365783615585299,17.5052890432863,13.455248351992399
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1997,5.09926514956249,5.76673119888099,4.48295720843728
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1991,10.9589167321438,12.376898080884699,9.5982290138806
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,2007,5.69277928349551,6.35915585647658,5.07425281372396
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2000,9.33045518039522,10.545316617818,8.18976612536718
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2000,14.408133375128099,16.0311979973786,12.946201649382
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1992,7.667384868828019,8.764565848957027,6.673393883069026
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1999,11.699348345665301,13.143030391922803,10.442802951191197
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,1990,6.59150518442167,7.53822621164832,5.7835435351856
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1990,4.63624874056396,5.28379193686735,4.03306149759225
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1993,11.032721681435802,12.494906032135301,9.66835415339363
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,1996,7.979993593239939,9.14366332732663,6.998650584342241
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2004,17.2304784040831,19.03809715509,15.364008976859697
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,2001,5.33535196942699,5.98660303300622,4.7259145315009
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1990,3.3922803813829665,4.077038438900435,2.8351541220445293
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,1992,7.100816284758061,8.06625606741939,6.250070891679959
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,1992,12.292374587763799,13.903800981098001,10.772971346611099
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1992,9.717635185337773,10.859758065050853,8.600118748576215
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2004,8.66441592170897,9.954789573851661,7.431455584972051
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2002,16.466108284195403,18.3148896657331,14.6133380168293
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2002,8.01177075913431,9.13343144491961,6.95666577880649
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,1996,17.8856501915189,19.793714198144897,16.008513731419
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2000,7.65445397370077,8.54967818357918,6.80024013779036
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2004,7.8821005196323,8.80715617522149,6.98232084607019
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,1992,6.732824935539799,7.61601583793055,5.92808096360187
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,1992,16.2372857472771,18.131592056643697,14.408872203194
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1998,15.3214317910522,17.1379178829229,13.4629219678475
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1995,8.084487178039709,9.281360651863329,6.994446429949007
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,1993,7.3571254410738955,8.303172325804272,6.427658018465952
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1994,3.5103633683449686,4.20023313466475,2.9447462285392705
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,1994,6.9083193710911805,7.7748228699371795,6.095411919863599
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,1996,13.0856764713361,14.883018449786501,11.5665086736646
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,1998,7.444993188708331,8.45537459855507,6.5476633210797806
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1995,11.1323434462511,12.8214770842165,9.59449675870032
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2002,7.77342286065712,8.69633774223154,6.9390913518088695
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2007,18.687919439976895,20.5091845199113,16.7917039394471
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2007,8.98710803044879,10.279763284191901,7.706771187095531
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,1996,7.1220957391686905,7.993516148748769,6.321228920417039
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2000,15.8300459727533,17.707044817950898,13.929345993017101
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2000,7.56941681278866,8.68671704226989,6.602045246328981
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1990,10.9380301589238,12.4274636528222,9.51494373525505
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,2005,12.494752941101,13.8634246761352,11.296694242830801
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2000,9.278665170863528,10.405139454373227,8.182188487907794
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2003,4.106404902134332,4.8713964077401615,3.4548287225760053
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1996,9.4833874190031,10.663122972744388,8.389268341955344
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,1990,6.633975194517372,7.561669592254221,5.739759650999552
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,2001,11.950840591593598,13.3022561335843,10.7302732717875
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1996,8.307184596641964,9.502184388573127,7.230656061276261
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,1991,6.904910689807009,7.8225670241066965,6.015833977235612
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,2007,12.924949610838302,14.4013198780163,11.7149568551448
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,1995,7.611539856623417,8.66525898626758,6.649265467451411
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,2003,5.43727893870562,6.08711434600254,4.84028340492974
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2007,11.1518713798441,12.4100873577279,9.989140427798079
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2005,4.32499454784301,5.109617963166011,3.6168184869209385
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,1999,7.529745725096269,8.54577847007104,6.52994363123457
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,1998,7.41989507531747,8.29514675255907,6.60063856026649
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1992,13.689162410890198,15.398730160302602,11.997468385913498
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,1992,7.00078600134207,7.94972351759387,6.13923771656381
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1997,11.330184977169198,12.811960618054899,9.96458224979901
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2007,13.4981326905639,14.994597197401502,12.1051490137013
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1997,8.645240517263279,9.845253146127016,7.5351094525873314
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1992,4.76222754923429,5.39924357335698,4.15928230796611
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,1994,7.505106544149021,8.582479180409521,6.576322978844811
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1990,7.534518446815749,8.681610875161057,6.483968128228347
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,2007,9.549509608554404,10.917443862335384,8.275460863855894
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2000,19.479975119764603,21.5548318673783,17.4837019992763
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,1990,6.784639336455251,7.72744629678315,5.88999181067281
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,1994,12.639166623902199,14.413413501539099,11.0944305006682
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1994,9.578624091144276,10.766424054028514,8.455242640410878
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2003,10.3414241289875,11.5840279424668,9.21610994586057
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2003,13.836217449108501,15.328020132599699,12.499553094203598
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,2005,9.829244164416046,11.224953399911843,8.490623855126902
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2004,20.865751884691196,22.869209864102803,18.878481625201797
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2005,10.878018646830402,12.181063891315,9.62835433746614
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2005,13.5047699956657,15.0553386751969,12.1574380307173
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,1998,18.740398481577696,20.6267570754135,16.8616994327238
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,2001,7.8462390302690626,8.88842090349291,6.796470886084515
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2003,10.059532487722745,11.282878383110647,8.833098852477008
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1997,15.049957370037303,16.847088037187604,13.2216703347734
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2006,21.1421153830285,23.112123372495898,19.138688521826996
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2001,10.13847881422682,11.520215970344108,8.866254083165211
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,2003,12.2070635973481,13.6374406144332,11.027500051757597
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2008,4.692257944837308,5.495383811821675,3.986985709441482
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2005,10.569149839856458,11.837711387073995,9.258334373534648
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1990,13.0909861259007,14.886815897137899,11.379006691934098
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,1997,7.58766119897828,8.56216730995112,6.627105172132536
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1996,5.022311776148411,5.69057236867693,4.39416406661641
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1995,3.54820962639422,4.241936853019993,2.95875846103646
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2008,11.999658916746025,13.344003773156324,10.609221458567246
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1996,14.793495005298901,16.6476387288857,12.978328959336801
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,1990,6.72609537966844,7.65806992481953,5.87166662010171
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,1994,17.12972551306,18.9405020828107,15.312838431394901
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,2003,10.976403832080553,12.387623289185857,9.660781543686983
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1999,3.7677921228308535,4.5287577234649525,3.1592353509379634
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2007,10.614802633796543,11.890047648256848,9.308107742064728
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2009,8.477492858288151,9.52913804384098,7.509009375210169
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1998,5.17653223737189,5.8362173659411205,4.57490621675625
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,1990,12.050263809422699,13.6925524928057,10.5019257479777
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,2000,5.29449366736591,5.95115892634788,4.67720936547462
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2008,11.2721945049722,12.572115534435301,10.128707725938
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,1996,7.35385486455695,8.36832840618457,6.46393747395229
Summary exposure value,Paraguay,Both,Age-standardized,High fasting plasma glucose,Rate,2003,9.028866622754677,10.262776758188796,7.839731640319291
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,1993,3.4749966729114594,4.16548983460647,2.9111442212919436
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2008,13.5452343885929,15.0902007576913,12.0906940467894
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,2004,5.49477809025872,6.13242800352974,4.89976691974341
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2012,11.698916440293901,13.0362752776047,10.486187269107901
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2012,13.8241300069112,15.387697070797103,12.217177683187101
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2011,21.573359022288503,23.62874552465,19.4811801510981
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2002,20.2226656285358,22.156828190211105,18.277283770373902
Summary exposure value,Uruguay,Both,Age-standardized,High fasting plasma glucose,Rate,2001,3.910356973692482,4.675745318970448,3.26892539249284
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1992,10.987487110096698,12.4024299040585,9.64968390511478
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,2010,11.4873365618004,12.915247281042,10.2197107904841
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2012,21.170479019698103,23.006950824699,19.283593193354605
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,2006,5.61495473867582,6.27871408729088,5.01496342979095
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2012,10.903956433449814,12.173990722879642,9.576779640291763
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2008,19.377164547366103,21.2149196743363,17.5000423066059
Summary exposure value,Chile,Both,Age-standardized,High fasting plasma glucose,Rate,1999,9.467647356861464,10.797765850380177,8.289142373871607
Summary exposure value,Argentina,Both,Age-standardized,High fasting plasma glucose,Rate,2011,8.74320300239623,9.86154753110933,7.72636071221575
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2012,9.58080637574167,10.8920622861746,8.269894913036829
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2008,10.611263859564646,11.935433555567347,9.302658417725043
Summary exposure value,Guyana,Both,Age-standardized,High fasting plasma glucose,Rate,2009,21.330188901632802,23.372645126858497,19.2699431367529
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2008,9.04904432251748,10.3064033053556,7.790715610159971
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2001,16.131064639767903,17.9857113254347,14.2643862319859
Summary exposure value,Venezuela (Bolivarian Republic of),Both,Age-standardized,High fasting plasma glucose,Rate,1996,11.1968010025921,12.7277167023052,9.770969067052219
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,1990,9.923415194056275,11.129904107955207,8.73403325131296
Summary exposure value,Colombia,Both,Age-standardized,High fasting plasma glucose,Rate,2010,13.6746222567275,15.390333576520298,12.0197517705718
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2001,7.7280843625283895,8.807235330590801,6.74563399474776
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,2010,20.398472233130303,22.343974011947303,18.5577713419807
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,2010,9.19209903056242,10.560245138461301,7.898582385972561
Summary exposure value,Ecuador,Both,Age-standardized,High fasting plasma glucose,Rate,1999,9.00539614269835,10.1455609607345,7.946280036241419
Summary exposure value,Peru,Both,Age-standardized,High fasting plasma glucose,Rate,1994,4.89202051401148,5.5529102482280495,4.26807281860103
Summary exposure value,Suriname,Both,Age-standardized,High fasting plasma glucose,Rate,1999,15.5945333397938,17.4413482335604,13.7061532234983
Summary exposure value,Bolivia (Plurinational State of),Both,Age-standardized,High fasting plasma glucose,Rate,1999,7.500182008895161,8.55641812508137,6.56441853886523
Summary exposure value,Brazil,Both,Age-standardized,High fasting plasma glucose,Rate,2010,10.645538203981788,11.948106947574654,9.320179452452368
